cid,canonical_smiles
656027,COc1ccc(CCN2C(=O)C(=O)C(C(=O)c3ccco3)C2c2cccs2)cc1OC
656095,COc1ccc(C2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)c1
656157,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1
656183,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1
656216,Oc1ccccc1C1Nc2cccc3cccc(c23)N1
656232,O=c1cc[nH]c2cccc(Cc3ccccc3)c12
656257,Cc1ccccc1OCC1Cn2c(nc3c2c(=O)[nH]c(=O)n3C)O1
656272,Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1
656290,Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1
656355,CCc1nnc(NC(=O)C2CCN(C(=O)NC3CCCCC3)CC2)s1
54686761,C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21
657423,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N
657488,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1
6603060,OCCNC1=NCCN1
6449251,COc1cc2c(cc1OC)C(=CC(=O)N1CCOCC1)NC(C)(C)C2
135449532,Cc1cc(=O)[nH]c(-n2nc(C)cc2C)n1
5940036,CCOC(=O)C1=C(N)n2c(sc(=Cc3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1
208296,O=c1nc(-c2ccccc2)cn[nH]1
658313,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1
658411,COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1
6602578,CCOCCN1CCC(OC(C)=O)C(C)C1
658614,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1
658723,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1
658813,CCc1c(C)c(C#N)c2nc3ccccc3n2c1Nc1c(C)n(C)n(-c2ccccc2)c1=O
135415833,O=c1c(Cc2ccccc2)c(O)nc2n1CCS2
658879,CCC(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)C(F)(F)F
659040,O=c1[nH]c(=S)[nH]nc1Cc1ccccc1
135435901,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)C(=O)C2)cc1
16411130,Cc1nc(N=C(N)Nc2ccccc2)nc2ccccc12
659321,CCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1
2838016,CC1=CC=CN2CC(O)CN=C12
659516,O=C1CC(c2ccc3c(c2)OCO3)CN1
659575,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1
659620,COc1ccc(-n2cnnc2)cc1
659654,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F
659658,Cc1c(C=NCCOCc2ccccc2)cnn1C
1571770,COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1
6603569,Cc1ccc2c(c1)C1CN(C)CCC1N2S(=O)(=O)c1ccc(F)cc1
4323243,C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O
1922089,Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1
659756,O=C1CCCN1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1
1609548,CCCCn1c(O)c(C=NCCN2CCCCC2)c(=O)[nH]c1=O
659775,CCOC(=O)C1C(=O)NC(C)C1c1ccccc1
659795,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1
659824,CCN(CC)S(=O)(=O)c1cccc2c(N(C)C)cccc12
659900,COc1ccc(CC(=O)NCc2ccccn2)cc1OC
659902,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12
659936,Cc1ccc(C(=O)c2cn[nH]c2-c2cc(Cl)ccc2O)cc1
659943,CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1
660061,COc1cccc(NC(=O)CSc2nc3c(c(-c4ccco4)c2C#N)CCCC3)c1
660120,Cc1cc(-c2cc(-c3ccc(Cl)cc3)nc(N)c2C#N)co1
660285,COc1ccc(S(=O)(=O)N2CCC(N3CCCCC3)CC2)cc1
660304,O=C(COc1ccccc1)Nc1ccc(-c2nnc(-c3ccco3)o2)cc1
5389248,COc1ccc(C2C(C(=O)c3ccc(Cl)cc3)C(=O)C(=O)N2CCN2CCOCC2)c(OC)c1
660522,CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1
5389254,Cc1oc2cc(O)ccc2c(=O)c1-c1cnn(-c2ccccc2)c1
660546,Cc1cccc(OCC(=O)N2CCC(N3CCCCCC3)CC2)c1
660635,Cc1nc2sc(C#N)c(N)c2c2c1CCCC2
660660,CC1(C)CC(=O)C2=C(C1)Oc1nc3ccccc3cc1C2C(C#N)C#N
135420605,CCCCc1c(O)nc(SCCN(C)C)n(-c2ccccc2)c1=O
660831,COC1(OC)N=C(NC(=O)Nc2ccccc2)C2(C#N)C(c3ccccc3)C12C#N
660995,Cc1ccc(S(=O)(=O)NCCSc2nnnn2C)cc1
661009,COc1cccc(C(=O)Nc2ccc(-c3nnc(-c4ccco4)o3)cc2)c1
661037,CNc1oc(-c2ccc(Cl)cc2)nc1C#N
661055,N#Cc1nc(-c2ccc(F)cc2)oc1N1CCCC1
661065,CNc1oc(-c2cccs2)nc1C#N
661098,CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1
661170,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1
661178,CCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1
661187,c1ccc(-n2ncc3c(NCCCN4CCOCC4)ncnc32)cc1
661203,CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3
661217,N#Cc1nc(-c2cccs2)oc1NCc1ccccc1
661251,COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4ccco4)o3)c2)cc1
661259,CCOC(=O)c1ccc(NC(=O)COc2ccccc2OC)cc1
661296,CCc1c(C(=O)O)[nH]c2ccc(Br)cc12
661300,S=c1nc(-c2ccccc2)[nH]n1-c1ccccc1
661349,CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C
661355,Cn1c(=O)n(CCC(=O)O)c2ccccc21
661394,CSc1nc(O)c(Cc2ccccc2)c(=O)[nH]1
661406,CC1(C)CC(=O)C(CCCN2C(=O)c3ccccc3C2=O)C(=O)C1
6603015,CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1
6603014,CN(C)CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)CN(C)C)cc2)cc1
661455,Oc1ccccc1CNn1cnnc1
9568659,CC(=NO)c1ccc2[nH]ccc2c1
661502,O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1
661513,CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1-c1ccc(N)cc1
661518,CCc1cc2c(=O)c(-c3nc4ccccc4[nH]3)coc2cc1OC(=O)N1CCOCC1
661528,Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1
661532,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCC2(CC1)OCCO2)OCO3
661552,Cc1cn2c(-c3ccncc3)nnc2s1
661596,COc1cccc(C2=CC(c3ccccc3)n3nnnc3N2)c1
661601,CCC(=O)Nc1cc(-c2nn(C)c(=O)c3ccccc23)ccc1N1CCCCC1
661612,CCOC(=O)CNS(=O)(=O)c1cc(-c2nn(C)c(=O)c3ccccc23)ccc1C
661615,CCn1cc(C(=O)NCC2CCCO2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
661648,Oc1ccc(Br)cc1CNn1cnnc1
622237,CCOC(=O)c1sc2c(c1C)c(=O)c(C(=O)OCC)cn2CC
661761,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCc2ccccc2C1)OCO3
5389368,COc1ccc(C(=O)C2C(=O)C(=O)N(c3cc(C)on3)C2c2ccc(OC)c(OC)c2)cc1OC
661794,Cc1cc2n(n1)SC(Nc1ccccc1)N2
5389389,COc1cccc(C(=O)C2C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1
5389423,CCN(CC)CCN1C(=O)C(=O)C(C(=O)c2cccc(OC)c2)C1c1ccccn1
661999,COc1cccc(C2C(C(=O)c3cc4ccccc4o3)C(=O)C(=O)N2c2cc(C)on2)c1OC
662011,CCN1CCCC1Cn1cnc2c([nH]c3ccc(C)cc32)c1=O
6881185,COCCCNC(=O)c1c(N)n(N=Cc2ccccn2)c2nc3ccccc3nc12
6881246,CCOC(C)=Nn1c2nc3ccccc3nc2c2c(=O)n(CC(C)C)c(C)nc21
662109,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCCCC3)c12
662144,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCN(Cc4ccccc4)CC3)c12
662162,CCCOc1ccc(C2C(C(=O)c3ccco3)C(=O)C(=O)N2CCN2CCOCC2)cc1OC
5775,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
662243,O=C1CC(N(O)C2CC(=O)N(Cc3ccccc3)C2=O)C(=O)N1Cc1ccccc1
662260,CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1
662284,Cc1ccc(N2C(=O)c3n[nH]c(C)c3C2c2ccccn2)cc1
662340,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCCOC)c1=NC(=O)c1cccnc1
662344,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2
5389504,CCOc1ccc(C(=O)C2C(=O)C(=O)N(CCOCCO)C2c2cccnc2)cc1
662407,NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1
6603410,CC(C)C(N)c1nnc(SCc2ccc(Cl)cc2)o1
6603500,CCSc1nnc(C(N)Cc2c[nH]c3ccccc23)o1
6603236,CCN(CC)CCOC(=O)c1c(C)n(C)c2ccc(OC)cc12
662515,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1nonc1C
6603499,COc1ccc(C(=O)OC(C)CN2CCN(C)CC2)cc1OC
6602710,C=C(C)CSc1nnc(C(N)Cc2c[nH]c3ccccc23)o1
9614332,C[n+]1cccc(CNC(=O)C=NO)c1
662647,COc1ccccc1-c1nnc2n1N=C(c1ccc(O)c(O)c1)CS2
662650,COc1ccc(-c2cc(-c3cc(F)ccc3O)[nH]n2)cc1OC
662670,COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)c1ccc2c(c1)OCO2
662710,COc1cccc(-c2nnc3sc(-c4ccc(C)cc4)nn23)c1
662745,CCOCCCn1cnc2c([nH]c3cc(OC)ccc32)c1=O
200556,OC1(c2ccc(F)cc2)CCNC1
662794,CC(C)(C)OC(=O)NCCc1nnc(SCC(=O)Nc2cccc(Cl)c2)o1
662799,O=C1C2ON(c3ccccc3)C(c3ccncc3)C2C(=O)N1c1ccccc1
662838,CCCn1nc(NC(=O)CC(C)C)c2cc3ccccc3nc21
662868,Cn1nnc(NC(=O)c2ccco2)n1
662878,CCOc1ccccc1NC(=O)CSc1nnc(-c2cnccn2)n1C
662974,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1nonc1C
662991,Cc1[nH]nc(-c2ccc(O)cc2O)c1-c1ccc(Cl)cc1
662996,CCOc1ccc(-c2nnc3n2N=C(c2ccc(OC)cc2)CS3)cc1
663008,CC(C)COP(=O)(c1ccc(N(C)C)cc1)C(O)c1ccccc1F
663055,COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccc(OC)c(OC)c2)n1N
6603621,NCCCCCc1nnc(SCc2ccccc2Cl)o1
663121,Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1Cc1ccco1
9615342,Cn1c[n+](C)cc1C=NO
